START 15705 670 1
FACTORS 1463929789 677522313 1879887834 574592038
FIELDS 41 26
FD 0 0 6 0 4
FD 0 1 6 0 4
FD 0 2 6 0 3
FD 0 3 6 0 3
FD 0 4 6 0 4
FD 0 5 6 0 4
FD 0 6 14 0 5
FD 0 7 14 0 4
FD 0 8 14 0 4
FD 0 9 14 0 3
FD 0 10 14 0 3
FD 0 11 14 0 3
FD 0 12 14 0 4
FD 0 13 24 0 5
FD 0 14 24 0 4
FD 0 15 24 0 4
FD 0 16 24 0 4
FD 0 17 24 0 4
FD 0 18 31 0 4
FD 0 19 31 0 4
FD 0 20 31 0 4
FD 0 21 40 0 4
FD 0 22 40 0 4
FD 0 23 40 0 4
FD 0 24 40 0 4
FD 0 25 40 0 4
FD 1 0 6 0 4
FD 1 1 6 0 3
FD 1 2 6 0 3
FD 1 3 6 0 3
FD 1 4 6 0 3
FD 1 5 4 0 4
FD 1 6 4 0 4
FD 1 7 14 0 4
FD 1 8 14 0 3
FD 1 9 14 0 2
FD 1 10 14 0 2
FD 1 11 14 0 3
FD 1 12 14 0 4
FD 1 13 24 0 4
FD 1 14 24 0 4
FD 1 15 24 0 3
FD 1 16 24 0 3
FD 1 17 24 0 4
FD 1 18 31 0 3
FD 1 19 31 0 3
FD 1 20 31 0 3
FD 1 21 40 0 4
FD 1 22 40 0 3
FD 1 23 40 0 3
FD 1 24 40 0 3
FD 1 25 40 0 3
FD 2 0 6 0 3
FD 2 1 6 0 3
FD 2 2 6 2 1
FD 2 3 4 0 5
FD 2 4 4 0 4
FD 2 5 4 0 4
FD 2 6 4 0 3
FD 2 7 4 0 3
FD 2 8 14 0 3
FD 2 9 14 0 2
FD 2 10 14 2 1
FD 2 11 14 0 3
FD 2 12 14 0 4
FD 2 13 14 0 4
FD 2 14 21 0 5
FD 2 15 24 0 2
FD 2 16 24 0 2
FD 2 17 24 0 3
FD 2 18 31 0 3
FD 2 19 31 0 3
FD 2 20 31 0 3
FD 2 21 31 0 3
FD 2 22 40 0 3
FD 2 23 40 2 1
FD 2 24 40 0 2
FD 2 25 40 0 3
FD 3 0 6 0 4
FD 3 1 6 0 3
FD 3 2 6 0 2
FD 3 3 6 0 2
FD 3 4 6 0 3
FD 3 5 4 0 3
FD 3 6 4 0 3
FD 3 7 4 0 3
FD 3 8 4 0 3
FD 3 9 14 0 3
FD 3 10 14 0 3
FD 3 11 14 0 3
FD 3 12 21 0 4
FD 3 13 21 0 3
FD 3 14 21 0 4
FD 3 15 24 0 2
FD 3 16 24 2 1
FD 3 17 31 0 3
FD 3 18 31 0 3
FD 3 19 31 2 1
FD 3 20 31 0 2
FD 3 21 31 0 3
FD 3 22 40 0 3
FD 3 23 40 0 2
FD 3 24 40 0 2
FD 3 25 40 0 3
FD 4 0 2 0 5
FD 4 1 2 0 4
FD 4 2 6 0 3
FD 4 3 6 0 3
FD 4 4 6 0 3
FD 4 5 4 0 3
FD 4 6 4 0 2
FD 4 7 4 2 1
FD 4 8 4 0 3
FD 4 9 14 0 4
FD 4 10 14 0 4
FD 4 11 14 0 4
FD 4 12 21 0 3
FD 4 13 21 0 2
FD 4 14 21 0 3
FD 4 15 24 0 3
FD 4 16 24 0 3
FD 4 17 24 0 3
FD 4 18 31 0 3
FD 4 19 31 0 2
FD 4 20 31 0 3
FD 4 21 31 0 3
FD 4 22 40 0 3
FD 4 23 40 0 3
FD 4 24 40 0 3
FD 4 25 40 0 4
FD 5 0 2 0 4
FD 5 1 2 0 3
FD 5 2 2 0 3
FD 5 3 2 0 4
FD 5 4 6 0 4
FD 5 5 6 0 4
FD 5 6 6 0 5
FD 5 7 4 0 2
FD 5 8 4 0 3
FD 5 9 4 0 4
FD 5 10 14 0 4
FD 5 11 21 0 3
FD 5 12 21 0 2
FD 5 13 21 2 1
FD 5 14 21 0 3
