START 18867 540 1
FACTORS 1947434096 2077960077 2085324704 491590954
FIELDS 34 20
FD 0 0 0 0 4
FD 0 1 0 0 4
FD 0 2 0 0 3
FD 0 3 0 0 4
FD 0 4 19 0 4
FD 0 5 19 0 4
FD 0 6 19 0 4
FD 0 7 19 0 4
FD 0 8 15 0 3
FD 0 9 15 0 3
FD 0 10 15 0 3
FD 0 11 15 0 3
FD 0 12 15 0 4
FD 0 13 15 0 5
FD 0 14 27 0 4
FD 0 15 27 0 4
FD 0 16 27 0 4
FD 0 17 27 0 5
FD 0 18 36 0 5
FD 0 19 36 0 5
FD 1 0 0 0 3
FD 1 1 0 0 3
FD 1 2 0 0 2
FD 1 3 0 0 3
FD 1 4 19 0 4
FD 1 5 19 0 3
FD 1 6 19 0 3
FD 1 7 19 0 3
FD 1 8 15 0 3
FD 1 9 15 0 2
FD 1 10 15 1 1
FD 1 11 15 0 3
FD 1 12 25 0 4
FD 1 13 25 0 5
FD 1 14 27 0 3
FD 1 15 27 0 2
FD 1 16 27 0 3
FD 1 17 27 0 4
FD 1 18 36 0 4
FD 1 19 36 0 4
FD 2 0 0 0 3
FD 2 1 0 0 2
FD 2 2 0 2 1
FD 2 3 0 0 3
FD 2 4 19 0 3
FD 2 5 19 0 3
FD 2 6 19 2 1
FD 2 7 15 0 4
FD 2 8 15 0 3
FD 2 9 15 0 3
FD 2 10 15 0 3
FD 2 11 15 0 3
FD 2 12 25 0 3
FD 2 13 25 0 4
FD 2 14 27 0 3
FD 2 15 27 1 1
FD 2 16 27 0 3
FD 2 17 27 0 4
FD 2 18 36 0 3
FD 2 19 36 0 3
FD 3 0 1 0 5
FD 3 1 0 0 3
FD 3 2 0 0 3
FD 3 3 0 0 3
FD 3 4 19 0 4
FD 3 5 19 0 3
FD 3 6 19 0 3
FD 3 7 15 0 5
FD 3 8 19 0 4
FD 3 9 25 0 4
FD 3 10 25 0 3
FD 3 11 25 2 1
FD 3 12 25 0 3
FD 3 13 27 0 4
FD 3 14 27 0 3
FD 3 15 27 0 3
FD 3 16 36 0 4
FD 3 17 36 0 3
FD 3 18 36 2 1
FD 3 19 36 0 3
FD 4 0 1 0 4
FD 4 1 1 0 4
FD 4 2 0 0 4
FD 4 3 7 0 3
FD 4 4 7 0 3
FD 4 5 19 0 4
FD 4 6 19 0 3
FD 4 7 19 0 4
FD 4 8 19 0 4
FD 4 9 25 0 4
FD 4 10 25 0 3
FD 4 11 25 0 3
FD 4 12 28 0 4
FD 4 13 27 0 5
FD 4 14 27 0 4
FD 4 15 28 0 4
FD 4 16 28 0 5
FD 4 17 36 0 3
FD 4 18 36 0 3
FD 4 19 36 0 3
FD 5 0 1 0 4
FD 5 1 1 0 4
FD 5 2 0 0 5
FD 5 3 7 0 2
FD 5 4 7 0 2
FD 5 5 7 0 3
FD 5 6 21 0 5
FD 5 7 21 0 4
FD 5 8 19 0 5
FD 5 9 25 0 5
FD 5 10 21 0 4
FD 5 11 21 0 5
FD 5 12 28 0 3
FD 5 13 28 0 3
FD 5 14 28 0 3
FD 5 15 28 0 4
FD 5 16 30 0 5
FD 5 17 30 0 4
FD 5 18 36 0 4
FD 5 19 36 0 4
FD 6 0 1 0 3
FD 6 1 1 0 3
FD 6 2 7 0 3
FD 6 3 7 1 1
FD 6 4 7 0 2
FD 6 5 7 0 3
FD 6 6 7 0 5
FD 6 7 21 0 4
FD 6 8 21 0 3
FD 6 9 21 0 2
FD 6 10 21 0 3
FD 6 11 21 0 4
FD 6 12 28 0 3
FD 6 13 28 2 1
FD 6 14 28 0 2
FD 6 15 30 0 5
FD 6 16 30 0 4
FD 6 17 30 0 3
FD 6 18 36 0 5
FD 6 19 30 0 4
FD 7 0 1 0 3
FD 7 1 7 0 5
FD 7 2 7 0 4
FD 7 3 8 0 4
FD 7 4 8 0 3
FD 7 5 8 0 3
FD 7 6 8 0 4
FD 7 7 21 0 3
FD 7 8 21 0 2
FD 7 9 21 2 1
FD 7 10 21 0 3
FD 7 11 21 0 4
FD 7 12 28 0 3
FD 7 13 28 0 2
FD 7 14 28 0 3
FD 7 15 30 0 4
