START 868 660 1
FACTORS 1569548985 215764588 880641847 874970313
FIELDS 43 23
FD 0 0 3 0 5
FD 0 1 3 0 5
FD 0 2 11 0 5
FD 0 3 11 0 4
FD 0 4 11 0 4
FD 0 5 11 0 3
FD 0 6 11 0 3
FD 0 7 11 0 3
FD 0 8 11 0 3
FD 0 9 23 0 5
FD 0 10 23 0 4
FD 0 11 23 0 3
FD 0 12 23 0 4
FD 0 13 23 0 4
FD 0 14 36 0 4
FD 0 15 36 0 3
FD 0 16 36 0 3
FD 0 17 36 0 3
FD 0 18 36 0 3
FD 0 19 36 0 4
FD 0 20 36 0 5
FD 0 21 34 0 4
FD 0 22 34 0 5
FD 1 0 3 0 4
FD 1 1 3 0 3
FD 1 2 3 0 3
FD 1 3 3 0 4
FD 1 4 3 0 5
FD 1 5 11 0 3
FD 1 6 11 0 2
FD 1 7 11 0 2
FD 1 8 11 0 3
FD 1 9 11 0 4
FD 1 10 23 0 3
FD 1 11 23 0 3
FD 1 12 23 0 3
FD 1 13 36 0 5
FD 1 14 36 0 4
FD 1 15 36 0 3
FD 1 16 36 0 2
FD 1 17 36 1 1
FD 1 18 36 0 3
FD 1 19 36 0 4
FD 1 20 34 0 3
FD 1 21 34 0 3
FD 1 22 34 0 4
FD 2 0 3 0 3
FD 2 1 3 0 2
FD 2 2 3 0 2
FD 2 3 3 0 3
FD 2 4 3 0 4
FD 2 5 11 0 3
FD 2 6 11 1 1
FD 2 7 11 0 2
FD 2 8 11 0 3
FD 2 9 23 0 4
FD 2 10 23 0 3
FD 2 11 23 2 1
FD 2 12 23 0 2
FD 2 13 23 0 3
FD 2 14 23 0 4
FD 2 15 23 0 5
FD 2 16 36 0 3
FD 2 17 36 0 3
FD 2 18 36 0 3
FD 2 19 36 0 4
FD 2 20 34 1 1
FD 2 21 34 0 3
FD 2 22 34 0 4
FD 3 0 3 0 3
FD 3 1 3 0 2
FD 3 2 3 2 1
FD 3 3 3 0 3
FD 3 4 15 0 4
FD 3 5 11 0 3
FD 3 6 11 0 3
FD 3 7 11 0 3
FD 3 8 11 0 3
FD 3 9 23 0 4
FD 3 10 23 0 3
FD 3 11 23 0 3
FD 3 12 23 0 3
FD 3 13 23 0 3
FD 3 14 31 0 5
FD 3 15 36 0 4
FD 3 16 36 0 4
FD 3 17 34 0 5
FD 3 18 34 0 4
FD 3 19 34 0 3
FD 3 20 34 0 2
FD 3 21 34 0 3
FD 3 22 34 0 4
FD 4 0 3 0 4
FD 4 1 3 0 3
FD 4 2 3 0 3
FD 4 3 3 0 4
FD 4 4 15 0 3
FD 4 5 15 0 4
FD 4 6 11 0 3
FD 4 7 11 0 4
FD 4 8 11 0 4
FD 4 9 23 0 5
FD 4 10 22 0 5
FD 4 11 22 0 4
FD 4 12 22 0 5
FD 4 13 23 0 4
FD 4 14 31 0 4
FD 4 15 31 0 4
FD 4 16 31 0 4
FD 4 17 34 0 5
FD 4 18 34 0 4
FD 4 19 34 0 4
FD 4 20 44 0 4
FD 4 21 44 0 4
FD 4 22 44 0 4
FD 5 0 3 0 5
FD 5 1 3 0 4
FD 5 2 3 0 4
FD 5 3 15 0 3
FD 5 4 15 0 3
FD 5 5 15 0 3
FD 5 6 15 0 4
FD 5 7 15 0 4
FD 5 8 48 0 5
FD 5 9 48 0 5
FD 5 10 22 0 3
FD 5 11 22 0 3
FD 5 12 22 0 4
FD 5 13 23 0 5
FD 5 14 31 0 3
FD 5 15 31 0 3
FD 5 16 31 0 3
FD 5 17 31 0 4
FD 5 18 45 0 5
FD 5 19 44 0 4
FD 5 20 44 0 4
FD 5 21 44 0 4
FD 5 22 44 0 4
FD 6 0 0 0 5
FD 6 1 0 0 5
FD 6 2 15 0 4
FD 6 3 15 0 3
FD 6 4 15 2 1
FD 6 5 15 0 2
FD 6 6 15 0 3
FD 6 7 15 0 4
FD 6 8 48 0 4
FD 6 9 48 0 4
FD 6 10 22 0 3
FD 6 11 22 0 2
FD 6 12 22 0 3
FD 6 13 22 0 4
FD 6 14 31 0 3
FD 6 15 31 2 1
FD 6 16 31 0 2
FD 6 17 31 0 3
FD 6 18 45 0 4
FD 6 19 45 0 4
FD 6 20 45 0 4
FD 6 21 44 0 3
