START 15908 630 1
FACTORS 1416289061 709598351 668291733 1674364390
FIELDS 41 22
FD 0 0 0 0 5
FD 0 1 0 0 5
FD 0 2 0 0 5
FD 0 3 18 0 5
FD 0 4 18 0 4
FD 0 5 18 0 3
FD 0 6 18 0 3
FD 0 7 18 0 3
FD 0 8 18 0 4
FD 0 9 22 0 4
FD 0 10 22 0 3
FD 0 11 22 0 3
FD 0 12 22 0 4
FD 0 13 22 0 5
FD 0 14 27 0 4
FD 0 15 27 0 4
FD 0 16 27 0 4
FD 0 17 27 0 4
FD 0 18 40 0 4
FD 0 19 40 0 4
FD 0 20 40 0 4
FD 0 21 40 0 5
FD 1 0 0 0 4
FD 1 1 0 0 3
FD 1 2 0 0 4
FD 1 3 18 0 5
FD 1 4 18 0 4
FD 1 5 18 0 3
FD 1 6 18 2 1
FD 1 7 18 0 3
FD 1 8 18 0 4
FD 1 9 22 0 3
FD 1 10 22 0 3
FD 1 11 22 0 3
FD 1 12 22 0 3
FD 1 13 27 0 4
FD 1 14 27 0 3
FD 1 15 27 0 3
FD 1 16 27 0 3
FD 1 17 27 0 4
FD 1 18 40 0 3
FD 1 19 40 0 3
FD 1 20 40 0 3
FD 1 21 40 0 4
FD 2 0 0 0 3
FD 2 1 0 0 2
FD 2 2 0 0 3
FD 2 3 7 0 5
FD 2 4 18 0 4
FD 2 5 18 0 3
FD 2 6 18 0 3
FD 2 7 18 0 3
FD 2 8 18 0 4
FD 2 9 22 0 3
FD 2 10 22 2 1
FD 2 11 22 0 2
FD 2 12 22 0 3
FD 2 13 27 0 4
FD 2 14 27 0 3
FD 2 15 27 2 1
FD 2 16 27 0 2
FD 2 17 27 0 4
FD 2 18 40 0 3
FD 2 19 40 0 2
FD 2 20 40 0 3
FD 2 21 40 0 4
FD 3 0 0 0 3
FD 3 1 0 1 1
FD 3 2 0 0 2
FD 3 3 7 0 5
FD 3 4 7 0 4
FD 3 5 7 0 4
FD 3 6 18 0 4
FD 3 7 18 0 4
FD 3 8 18 0 5
FD 3 9 22 0 3
FD 3 10 22 0 3
FD 3 11 22 0 3
FD 3 12 22 0 4
FD 3 13 27 0 5
FD 3 14 27 0 4
FD 3 15 27 0 3
FD 3 16 27 0 3
FD 3 17 27 0 4
FD 3 18 27 0 5
FD 3 19 40 1 1
FD 3 20 40 0 3
FD 3 21 36 0 5
FD 4 0 0 0 4
FD 4 1 0 0 3
FD 4 2 0 0 3
FD 4 3 0 0 4
FD 4 4 8 0 5
FD 4 5 7 0 3
FD 4 6 7 0 3
FD 4 7 22 0 5
