START 26551 670 1
FACTORS 1968013248 1839829769 1096267757 871060877
FIELDS 44 23
FD 0 0 9 0 5
FD 0 1 9 0 4
FD 0 2 9 0 4
FD 0 3 9 0 4
FD 0 4 9 0 4
FD 0 5 9 0 4
FD 0 6 15 0 4
FD 0 7 15 0 3
FD 0 8 15 0 3
FD 0 9 15 0 4
FD 0 10 23 0 4
FD 0 11 23 0 3
FD 0 12 23 0 3
FD 0 13 23 0 3
FD 0 14 23 0 3
FD 0 15 23 0 4
FD 0 16 23 0 4
FD 0 17 23 0 5
FD 0 18 43 0 4
FD 0 19 43 0 3
FD 0 20 43 0 3
FD 0 21 43 0 4
FD 0 22 43 0 5
FD 1 0 3 0 4
FD 1 1 3 0 4
FD 1 2 3 0 4
FD 1 3 9 0 3
FD 1 4 9 0 3
FD 1 5 9 0 3
FD 1 6 15 0 3
FD 1 7 15 0 3
FD 1 8 15 0 3
FD 1 9 15 0 3
FD 1 10 15 0 4
FD 1 11 15 0 5
FD 1 12 23 0 2
FD 1 13 23 0 3
FD 1 14 23 0 3
FD 1 15 23 0 4
FD 1 16 34 0 5
FD 1 17 43 0 4
FD 1 18 43 0 3
FD 1 19 43 0 2
FD 1 20 43 0 2
FD 1 21 43 0 3
FD 1 22 43 0 5
FD 2 0 3 0 3
FD 2 1 3 0 3
FD 2 2 3 0 3
FD 2 3 9 0 2
FD 2 4 9 0 2
FD 2 5 9 0 3
FD 2 6 15 0 3
FD 2 7 15 2 1
FD 2 8 15 0 2
FD 2 9 15 0 3
FD 2 10 23 0 3
FD 2 11 23 0 3
FD 2 12 23 1 1
FD 2 13 34 0 4
FD 2 14 34 0 4
FD 2 15 34 0 4
FD 2 16 34 0 4
FD 2 17 43 0 4
FD 2 18 43 0 3
FD 2 19 43 1 1
FD 2 20 43 0 2
FD 2 21 43 0 3
FD 2 22 35 0 5
FD 3 0 3 0 3
FD 3 1 3 2 1
FD 3 2 3 0 3
FD 3 3 9 1 1
FD 3 4 9 0 2
FD 3 5 15 0 4
FD 3 6 15 0 3
FD 3 7 15 0 3
FD 3 8 15 0 3
FD 3 9 19 0 5
FD 3 10 23 0 3
FD 3 11 23 0 3
FD 3 12 23 0 2
FD 3 13 34 0 4
FD 3 14 34 0 3
FD 3 15 34 0 2
FD 3 16 34 0 3
FD 3 17 43 0 5
FD 3 18 43 0 4
FD 3 19 43 0 3
FD 3 20 43 0 3
FD 3 21 43 0 4
FD 3 22 35 0 4
FD 4 0 3 0 3
FD 4 1 3 0 3
FD 4 2 3 0 3
FD 4 3 9 0 3
FD 4 4 9 0 3
FD 4 5 15 0 5
FD 4 6 15 0 4
FD 4 7 15 0 4
FD 4 8 15 0 4
FD 4 9 19 0 4
FD 4 10 19 0 5
FD 4 11 23 0 3
FD 4 12 23 0 3
FD 4 13 32 0 5
FD 4 14 34 0 3
FD 4 15 34 1 1
FD 4 16 34 0 3
FD 4 17 35 0 4
FD 4 18 43 0 5
FD 4 19 35 0 3
FD 4 20 35 0 3
FD 4 21 35 0 3
FD 4 22 35 0 4
FD 5 0 3 0 4
FD 5 1 0 0 5
FD 5 2 0 0 5
FD 5 3 9 0 3
FD 5 4 9 0 3
FD 5 5 19 0 5
FD 5 6 19 0 4
FD 5 7 19 0 3
FD 5 8 19 0 3
FD 5 9 19 0 3
FD 5 10 19 0 4
FD 5 11 23 0 4
FD 5 12 23 0 4
FD 5 13 32 0 4
FD 5 14 34 0 3
FD 5 15 34 0 3
FD 5 16 34 0 4
FD 5 17 35 0 4
FD 5 18 35 0 3
FD 5 19 35 0 3
FD 5 20 35 2 1
FD 5 21 35 0 3
FD 5 22 35 0 4
FD 6 0 3 0 5
FD 6 1 0 0 4
FD 6 2 0 0 4
FD 6 3 9 0 4
FD 6 4 9 0 4
FD 6 5 9 0 4
FD 6 6 19 0 4
FD 6 7 19 0 3
FD 6 8 19 2 1
FD 6 9 19 0 3
FD 6 10 19 0 4
FD 6 11 23 0 4
FD 6 12 23 0 4
FD 6 13 32 0 3
FD 6 14 34 0 4
FD 6 15 34 0 4
FD 6 16 34 0 5
FD 6 17 35 0 5
FD 6 18 35 0 4
FD 6 19 35 0 3
FD 6 20 35 0 3
FD 6 21 35 0 3
FD 6 22 35 0 4
FD 7 0 0 0 3
FD 7 1 0 0 3
FD 7 2 0 0 3
FD 7 3 9 0 5
FD 7 4 9 0 5
FD 7 5 19 0 5
FD 7 6 19 0 4
FD 7 7 19 0 3
FD 7 8 19 0 3
FD 7 9 19 0 3
FD 7 10 19 0 4
FD 7 11 19 0 5
FD 7 12 32 0 4
FD 7 13 32 0 3
FD 7 14 32 0 2
FD 7 15 32 0 3
FD 7 16 32 0 4
FD 7 17 44 0 5
FD 7 18 44 0 4
FD 7 19 44 0 4
FD 7 20 35 0 4
FD 7 21 44 0 4
FD 7 22 44 0 4
FD 8 0 0 0 3
FD 8 1 0 0 3
FD 8 2 0 0 3
FD 8 3 12 0 5
